Quote,Author
"Christian society, as it now exists, doesn’t follow Christian law in its real meaning.",Leo Tolstoy
"Almost every effort of the human mind is directed, not toward lightening the work of the laborer, but toward making more pleasant the idleness of the leisured.",Leo Tolstoy
"It defies the laws of nature for a child to rule an adult, or a fool to guide a wise man. Likewise, it is against the law of nature that a small group of people should be overindulged when a huge, hungry crowd’s most basic needs aren’t met.",Leo Tolstoy
There is only one thing in this world which is worth dedicating all your life. This is creating more love among people and destroying barriers which exist between them.,Leo Tolstoy
"There is something in the soul which cannot die, which cannot be affected by death.",Leo Tolstoy
"People are born and live only as manifestations, or pieces of God; therefore they cannot be completely destroyed. They can disappear from before our eyes, but they cannot be destroyed. One person was within my sight for a long time; another went out of my sight very quickly; but I cannot say that the first person existed more and the second less. It doesn’t matter whether a man passes by my window quickly or slowly. I know definitely that this man existed in the time before I saw him and that he will exist in the time after he has disappeared from my sight.",Leo Tolstoy
"Real life exists outside time and space; therefore, death can change the manifestation of life in this world, but it cannot destroy life itself.",Leo Tolstoy
"Try to live with the part of your soul which understands eternity, which is not afraid of death. And that part of your soul is love.",Leo Tolstoy
"All material changes in our everyday life are small in comparison with those in our spiritual life. There could be a change in feelings and actions, there could be a change in thoughts and ideas. In order to change your thoughts and ideas, you should concentrate your conscious mind on your spiritual requirements.",Leo Tolstoy
"We regret losing a purse full of money, but a good thought which has come to us, which we’ve heard or read, a thought which we should have remembered and applied to our life, which could have improved the world—we lose this thought and promptly forget about it, and we do not regret it, though it is more precious than millions.",Leo Tolstoy
Suffering is the necessary condition for spiritual and physical growth.,Leo Tolstoy
"Very often we say that we don’t like suffering, that we have too much suffering, but sufferings, all kinds of sufferings, are always good for us. Sometimes, we even see that it is useful to suffer: children suffer when they grow, or when it is necessary that they clean an injury filled with filth. We cannot see the usefulness of moral sufferings, but those sufferings, too, make us better and closer to God.",Leo Tolstoy
