Quote,Author,Book Title
Most of our spending is done to forward our efforts to look like others.,—RALPH WALDO EMERSON,
"These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world.",—JOHN16:33,
"Everything is indefinite, misty, and transient; only virtue is clear, and it cannot be destroyed by any force.",—MARCUS TULLIUS CICERO,
"I know that the sky knows everything, and that its laws are constant. I know that it sees everything, it gets into everything, and it is present in everything. The heavens can get into the depths of all human hearts in the same way that the daylight can lighten a dark room. We should try to reflect this heavenly light.",—CHINESE WISDOM,
"All the nations of the world name and respect God. Different people give him different names, and put different clothes on him; but there is only one God under all these different manifestations.",—JEAN JACQUES ROUSSEAU,
"Faith in God is as natural to men as their ability to walk on two feet. This faith can be modified, and it can even disappear in some individuals; but as a rule, it is necessary for intellectual life in society.",—After GEORGE LICHTENBERG,
"There are some statements which cannot be fathomed: God exists or he does not exist; the soul exists in the body, or we do not have a soul; the world was created or the world was not created.",—BLAISE PASCAL,
"Try to understand and remember that a person always tries to do what is best for himself. And if he is right when he does the best thing for himself, it is good; but if he is mistaken, it is bad, because suffering will follow after such mistakes.If you remember this, then you will never be upset by anybody, you will never reproach anybody, and you will never be an enemy to anybody.",—After EPICTETUS,
"Constant idleness should be included in the tortures of hell, but it is, on the contrary, considered to be one of the joys of paradise.",—CHARLES DE MONTESQUIEU,
"When a person sets to work, even if it is the most unqualified, primitive, simple work, the human soul calms down. As soon as a person starts to work, all the demons leave him and cannot approach him. A man becomes a man.",—THOMAS CARLYLE,
"Abu Ganifakh died in a prison in Baghdad in which he’d been put by Caliph al-Mansur for refusing to accept the teaching of Kaad. Once, before his death, when this famous spiritual teacher received a heavy blow from a guard, he told the man who hit him, “I could render you an injury after you have done an injury to me. I could complain to the Caliph, but I will not complain. In my prayers, I could tell God about this offense which you have done to me, but I will refrain from this. During the day of the Final Judgment I could ask divine revenge for your act, but even if this day comes today, and even if I knew that my prayer would be heard, even then I would enter paradise only with you.”",—PERSIAN WISDOM,
Do not think that courage lies only in boldness and power. The highest courage is the courage to be higher than your rage and to love a person who has offended you.,—PERSIAN WISDOM,
"Criticize yourself, but do not feel desperate about it.",—EPICTETUS,
"What I tell you in darkness, that speak ye in light: and what ye hear in the ear, that preach ye upon the housetops. And fear not them which kill the body, but are not able to kill the soul: but rather fear him which is able to destroy both soul and body in hell.",—MATTHEW10:27-28,
"The beginning of a quarrel is like a flood which breaks through a dam. As soon as it rushes through, you cannot stop it.",—The TALMUD,
"During an argument, make your words very soft, and your heart hard. Do not try to lash out at your opponent, but try to convince him.",—GEORGE WILKINS,
Clever people study in order to know more. Undeserving people study to be more known.,—EASTERN WISDOM,
"In order to reach spiritual perfection, you should first of all take care of the purity of your soul. This can be reached when the heart looks for truth, and strives for wholeness, and depends on true knowledge.",—CONFUCIUS,
"If you would like to know how to recognize a prophet, look to him who gives you the knowledge of your own heart.",—PERSIAN WISDOM,
Good thoughts which originate from the hearts of men are as useful as good examples.,—LUCIUS ANNAEUS SENECA,
Strong thoughts which are expressed in a powerful way aid the improvement of life.,—MARCUS TULLIUS CICERO,
