Quote,Author,Book Title
"You don’t know what goes on in anyone’s life but your own. And when you mess with one part of a person’s life, you’re not messing with just that part. Unfortunately, you can’t be that precise and selective. When you mess with one part of a person’s life, you’re messing with their entire life. Everything. . . affects everything.",jay asher,Thirteen Reasons Why
Books have a unique way of stopping time in a particular moment and saying: Let’s not forget this.,dave eggers,
"And on the subject of burning books: I want to congratulate librarians, not famous for their physical strength or their powerful political connections or their great wealth, who, all over this country, have staunchly resisted anti-democratic bullies who have tried to remove certain books from their shelves, and have refused to reveal to thought police the names of persons who have checked out those titles.

So the America I loved still exists, if not in the White House or the Supreme Court or the Senate or the House of Representatives or the media. The America I love still exists at the front desks of our public libraries.",kurt vonnegut,A Man Without a Country
"The function of prayer is not to influence God, but rather to change the nature of the one who prays.",soren kierkegaard,
Don't take life too seriously. Punch it in the face when it needs a good hit. Laugh at it.,colleen hoover,Slammed
"That was the thing. You never got used to it, the idea of someone being gone. Just when you think it's reconciled, accepted, someone points it out to you, and it just hits you all over again, that shocking.",sarah dessen,The Truth About Forever
"If you gave someone your heart and they died, did they take it with them? Did you spend the rest of forever with a hole inside you that couldn't be filled?",jodi picoult,Nineteen Minutes
"Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.",roy t. bennett,The Light in the Heart
We have to continually be jumping off cliffs and developing our wings on the way down.,kurt vonnegut,"If This Isn't Nice, What Is?: Advice for the Young"
"Trees are poems the earth writes upon the sky, We fell them down and turn them into paper,
That we may record our emptiness.",kahlil gibran,
"When someone is crying, of course, the noble thing to do is to comfort them. But if someone is trying to hide their tears, it may also be noble to pretend you do not notice them.",lemony snicket,Horseradish: Bitter Truths You Can't Avoid
"If you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.",lemony snicket,The Wide Window
"I could easily forgive his pride, if he had not mortified mine.",jane austen,Pride and Prejudice
"Mad Girl's Love Song

I shut my eyes and all the world drops dead;
I lift my lids and all is born again.
(I think I made you up inside my head.)

The stars go waltzing out in blue and red,
And arbitrary blackness gallops in:
I shut my eyes and all the world drops dead.

I dreamed that you bewitched me into bed
And sung me moon-struck, kissed me quite insane.
(I think I made you up inside my head.)

God topples from the sky, hell's fires fade:
Exit seraphim and Satan's men:
I shut my eyes and all the world drops dead.

I fancied you'd return the way you said,
But I grow old and I forget your name.
(I think I made you up inside my head.)

I should have loved a thunderbird instead;
At least when spring comes they roar back again.
I shut my eyes and all the world drops dead.
(I think I made you up inside my head.)",sylvia plath,
Usually I'm remarkably good natured. Try me on a day that doesn't end in y.,cassandra clare,
"The Road goes ever on and on
Down from the door where it began.
Now far ahead the Road has gone,
And I must follow, if I can,
Pursuing it with eager feet,
Until it joins some larger way
Where many paths and errands meet.
And whither then? I cannot say",j.r.r. tolkien,The Fellowship of the Ring
"One love, one heart, one destiny.",robert marley,
"One cannot think well, love well, sleep well, if one has not dined well.",virginia woolf,A Room of One’s Own
"If you want to really hurt you parents, and you don't have the nerve to be gay, the least you can do is go into the arts. I'm not kidding. The arts are not a way to make a living. They are a very human way of making life more bearable. Practicing an art, no matter how well or badly, is a way to make your soul grow, for heaven's sake. Sing in the shower. Dance to the radio. Tell stories. Write a poem to a friend, even a lousy poem. Do it as well as you possible can. You will get an enormous reward. You will have created something.",kurt vonnegut,A Man Without a Country
"I'm a grenade and at some point I'm going to blow up and I would like to minimize the casualties, okay?",john green,The Fault in Our Stars
"Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.",neil gaiman,
"Top 15 Things Money Can’t Buy
Time. Happiness. Inner Peace. Integrity. Love. Character. Manners. Health. Respect. Morals. Trust. Patience. Class. Common sense. Dignity.",roy t. bennett,The Light in the Heart
"There was a clatter as the basilisk fangs cascaded out of Hermione's arms. Running at Ron, she flung them around his neck and kissed him full on the mouth. Ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted Hermione off her feet. 
""Is this the moment?"" Harry asked weakly, and when nothing happened except that Ron and Hermione gripped each other still more firmly and swayed on the spot, he raised his voice. ""OI! There's a war going on here!"" 
Ron and Hermione broke apart, their arms still around each other. 
""I know, mate,"" said Ron, who looked as though he had recently been hit on the back of the head with a Bludger, ""so it's now or never, isn't it?"" 
""Never mind that, what about the Horcrux?"" Harry shouted. ""D'you think you could just --- just hold it in, until we've got the diadem?"" 
""Yeah --- right --- sorry ---"" said Ron, and he and Hermione set about gathering up fangs, both pink in the face.",j.k. rowling,Harry Potter and the Deathly Hallows
